date,static,volatility_target,mean_variance,linear_trailing_12m,linear_above_trend,linear_drawdown,linear_market_trailing_12m,linear_short_volatility,oracle_binary,oracle_continuous
2019-06-28,0.55,0.6183036360554203,0.659122450478297,0.7723312839143646,0.6652041330881432,0.6472223160551728,0.7056919051063969,0.55,0.95,0.9275803106950644
2019-07-05,0.55,0.6213151458221174,0.6498016262571896,0.751345851780799,0.6594879436088381,0.6468910962708133,0.673933872696398,0.55,0.95,0.95
2019-07-12,0.55,0.6244438770421381,0.7156067466922617,0.7773242619788138,0.6699557856559575,0.6465632427128825,0.6734150236520218,0.55,0.95,0.95
2019-07-19,0.55,0.624626975477038,0.7146444570523238,0.7665064021106127,0.6638171086445255,0.6462386987186873,0.6559408745519142,0.55,0.95,0.95
2019-07-26,0.55,0.6283598559276834,0.7323809773290929,0.7467345512317963,0.6602148567445267,0.6459174089521514,0.6338154874598076,0.55,0.0,0.0
2019-08-02,0.55,0.6278244119741776,0.7513168986615063,0.7436586800698219,0.6458653804593919,0.6429169223211131,0.6176178743061267,0.55,0.95,0.95
2019-08-09,0.55,0.6295865138280149,0.7182197289587661,0.7287621554760547,0.6424389804260019,0.6453019400953367,0.6029494346645503,0.55,0.95,0.95
2019-08-16,0.55,0.6380988150420625,0.6707527940463515,0.7492865229892361,0.6396144881292513,0.6449899815455596,0.6565475940832219,0.55,0.0,0.0
2019-08-23,0.55,0.632823114226955,0.49262392919427017,0.7380054648373433,0.6131154997259171,0.6235972226011218,0.6308052426357501,0.55,0.0,0.0
2019-08-30,0.55,0.6165194626135971,0.2619517312066144,0.7193541603638504,0.5644921538960874,0.5742349188442584,0.6130650400156002,0.55,0.95,0.95
2019-09-06,0.55,0.6063757020628663,0.26389116005546576,0.7586386415399103,0.6025401951630337,0.626563005119777,0.6338480422603573,0.55,0.0,0.0
2019-09-13,0.55,0.6096705525698848,0.3744048438070527,0.7632675062305453,0.5841442492845519,0.6135749330980206,0.6489677838649398,0.55,0.0,0.0
2019-09-20,0.55,0.6170731671131254,0.24178790856174925,0.7736685618587458,0.566067666944,0.5994666509540498,0.662386749863122,0.55,0.95,0.95
2019-09-27,0.55,0.6222102692602981,0.2976977782290954,0.7627241003897499,0.5893608125764934,0.6354866531186099,0.6330932060977776,0.55,0.0,0.0
2019-10-04,0.55,0.6174800753205502,0.33668403915904255,0.7507258440764604,0.5667141130313677,0.6151558616233381,0.6355859600165792,0.55,0.95,0.270443756491534
2019-10-11,0.55,0.6836478452107879,0.41194273634830786,0.6877687376300945,0.5627058318463153,0.6174695723209749,0.592289995349898,0.55,0.95,0.95
2019-10-18,0.55,0.6917861102543333,0.4320354833686513,0.6737233195417018,0.5709850705556725,0.6347290973870097,0.5957426157730435,0.55,0.95,0.95
2019-10-25,0.55,0.7157087996082498,0.3817863116498071,0.6505468727121597,0.5800699172572413,0.6434684499622343,0.5908958473924248,0.55,0.0,0.0
